Item Number,Subsystem,Reference,Manufacturer,Manufacturer Part Number,Description,Quantity,Unit Cost,Supplier,Supplier SKU,Lifecycle Status,RoHS Status,Datasheet,Alternative Part,Calibration Required,Safety Critical,Notes,Verified By,Verification Date
TBD-001,Receiver front end,TBD,TBD,TBD,Receiver-front-end components,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,Yes,Yes,Do not select until requirements verified,TBD,TBD

